id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48005116,Residences | 4-Bedrooms | Serviced Apartment,384333200,Residences Rijksmuseum,,De Pijp - Rivierenbuurt,52.35712,4.89098,Entire home/apt,354,7,3,2021-11-21,0.35,5,256,3,Exempt
48008046,Residences | 1-Bedrooms | Serviced Apartment,384333200,Residences Rijksmuseum,,De Pijp - Rivierenbuurt,52.35708,4.89113,Entire home/apt,136,7,1,2021-11-22,0.28,5,249,1,Exempt
48008092,Residences | 1-Bedrooms | Serviced Apartmentt,384333200,Residences Rijksmuseum,,De Pijp - Rivierenbuurt,52.3559,4.88948,Entire home/apt,158,7,0,,,5,258,0,Exempt
48008123,Residences | 2-Bedrooms | Serviced Apartment,384333200,Residences Rijksmuseum,,De Pijp - Rivierenbuurt,52.35775,4.88945,Entire home/apt,191,7,1,2021-04-29,0.10,5,218,1,Exempt
48008144,Residences | 2-Bedrooms | Serviced Apartment,384333200,Residences Rijksmuseum,,De Pijp - Rivierenbuurt,52.35712,4.89091,Entire home/apt,191,7,3,2021-11-06,0.32,5,220,3,Exempt
48026397,Lovely 4 floor-family house close to city centre,10943496,Aafke,,IJburg - Zeeburgereiland,52.35524,4.9956,Entire home/apt,210,5,0,,,1,158,0,0363 AD92 8E75 B5C9 93A7
48028679,Historical ship on an astonishing spot,387165166,Linda,,Centrum-West,52.38632,4.89,Private room,145,2,4,2021-11-28,0.82,1,299,4,0363 564D C52C 2013 4E94
48036961,Residences | 2-Bedrooms | Serviced Apartment,387026886,Residences Jordan Canal,,Centrum-West,52.3759,4.87735,Entire home/apt,169,7,0,,,4,81,0,Exempt
48037184,Residences | 3-Bedrooms | Serviced Apartment,387026886,Residences Jordan Canal,,Westerpark,52.37744,4.87718,Entire home/apt,310,7,2,2021-08-16,0.20,4,234,2,Exempt
48037288,Residences | 1-Bedrooms | Serviced Apartment,387026886,Residences Jordan Canal,,Westerpark,52.37787,4.87558,Entire home/apt,136,7,2,2021-07-11,0.18,4,227,2,Exempt
48037306,Residences | 2-Bedrooms | Serviced Apartment,387026886,Residences Jordan Canal,,Westerpark,52.37559,4.87567,Entire home/apt,169,7,0,,,4,229,0,Exempt
48037887,Residences | 2-Bedrooms | Serviced Apartment,384332098,Residences Old South,,De Pijp - Rivierenbuurt,52.35817,4.90069,Entire home/apt,180,7,3,2021-11-30,0.42,3,219,3,Exempt
48037901,Residences | 1-Bedrooms | Serviced Apartment,384332098,Residences Old South,,De Pijp - Rivierenbuurt,52.35797,4.90092,Entire home/apt,136,7,0,,,3,214,0,Exempt
48037915,Residences | 2-Bedrooms | Serviced Apartment,384332098,Residences Old South,,De Pijp - Rivierenbuurt,52.3584,4.90281,Entire home/apt,310,7,4,2021-11-23,0.80,3,297,4,Exempt
48585578,Twenty 5 Room 1,391929878,Bar,,Centrum-West,52.37841,4.88983,Private room,106,1,21,2022-02-12,1.82,6,219,21,0363 84C5 FD40 7A22 CCBE
48065391,Canal house,39311596,Remco,,Centrum-Oost,52.36103,4.90329,Entire home/apt,250,4,0,,,1,34,0,0363 907C 3FAB EF04 9C8D
48066023,Amsterdam style house w private 48sqm roof terrace,50268303,Nicolai,,De Pijp - Rivierenbuurt,52.3549,4.90074,Entire home/apt,101,1,5,2021-09-19,0.38,1,0,3,0363 FF24 173F 1E18 AED0
48127625,Small Twin Room | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,136,1,1,2022-02-19,1,6,346,1,Exempt
48127633,Medium Triple Room | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,201,1,7,2021-10-10,0.72,6,350,7,Exempt
48127644,Small Double Room | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,136,1,25,2022-02-20,2.60,6,329,25,Exempt
48127657,Medium Triple Twin | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,201,1,1,2021-07-25,0.13,6,345,1,Exempt
48127663,Extra Large Room | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,266,1,10,2022-02-13,0.96,6,341,10,Exempt
48127669,Medium Double Room | Max Brown Museum Square Hotel,369227379,Sircle,,Zuid,52.3601,4.88193,Private room,151,1,5,2022-02-21,0.49,6,339,5,Exempt
48127714,Extra Large Room | Max Brown Hotel Canal District,373013820,Sircle,,Centrum-West,52.37888,4.89217,Private room,281,1,0,,,5,64,0,Exempt
48127716,Medium Triple Room | Max Brown Canal District,373013820,Sircle,,Centrum-West,52.37888,4.89217,Private room,226,1,1,2021-05-16,0.10,5,64,1,Exempt
48127717,Small Room Canal View | Max Brown Canal District,373013820,Sircle,,Centrum-West,52.37888,4.89217,Hotel room,250,1,3,2021-05-16,0.28,5,0,3,Exempt
48127726,Small Double Room | Max Brown Hotel Canal District,373013820,Sircle,,Centrum-West,52.37888,4.89217,Private room,157,1,30,2021-08-29,2.71,5,64,30,Exempt
48127732,Medium Double Room | Max Brown Canal District,373013820,Sircle,,Centrum-West,52.37888,4.89217,Hotel room,175,1,0,,,5,64,0,Exempt
48132257,Hippy camper,35610446,Perla,,Westerpark,52.39731,4.88375,Entire home/apt,100,2,1,2021-08-29,0.16,2,233,1,Exempt
48195482,Cosy house with garden,1529506,Emilia,,Oud-Noord,52.39701,4.91649,Entire home/apt,80,3,3,2021-11-26,0.40,1,4,3,0363595CBB75EAF0CD22
48202921,Rooftop Terrace! Bright Apartment! Amsterdam West,3058379,Lyle,,Bos en Lommer,52.37628,4.8604,Entire home/apt,180,3,4,2022-01-02,0.65,1,50,4,0363 23FB 92FD 815E 6965
48220980,Romantic apartment with canal view,510526,Tuhami,,Centrum-West,52.36869,4.88795,Private room,189,1,36,2022-02-27,2.98,2,268,36,0363 42D3 9D51 60AE D66C
48305619,Room Aldo (not suitable for parties),176320082,Enrico / Samuel / Andy,,Centrum-Oost,52.37114,4.90139,Private room,65,1,93,2022-03-03,8.77,4,354,93,Exempt
48306436,Charming canal apartment in Amsterdam,93989616,Jan-Bas,,Centrum-West,52.37497,4.88113,Private room,147,3,11,2022-02-21,0.88,1,152,10,0363 990F 63E5 E1FA DBE2
48342858,Luxury home + garden - 20 bike mins to city center,87454990,Jacob,,Noord-West,52.41049,4.9066,Entire home/apt,330,2,0,,,1,28,0,0000 000Z 0021 0188 3360
48362375,Comfortabel gezinshuis aan Vondelpark,19846505,Familie,,De Baarsjes - Oud-West,52.36104,4.87492,Entire home/apt,397,7,0,,,1,0,0,0363 25EA E9E0 5755 CD32
48514864,Sleeping under Stars in Rural Amsterdam,75415761,Iris,,Noord-Oost,52.38529,4.95495,Private room,99,2,2,2021-11-10,0.24,4,281,2,0363 6C05 84EB 97A6 B302
48517082,Family villa on the lake in Amsterdam,11724679,Sonja,,IJburg - Zeeburgereiland,52.35385,4.99297,Entire home/apt,500,5,1,2021-07-31,0.14,1,33,1,0363 7A7D 3F33 39D8 2756
48559369,Betty's Home Stay (triple AAA Location),391791658,Betty,,Centrum-Oost,52.36272,4.89931,Private room,105,2,5,2021-11-15,0.51,1,313,5,036347B7622090B42181
48567496,Appartment walking distance from Jordaan!,7689361,Noortje,,Westerpark,52.37389,4.87324,Entire home/apt,107,7,0,,,1,35,0,0363 24E8 9BC2 11A3 979B
48579568,Twenty 5 room 2,391929878,Bar,,Centrum-West,52.37722,4.88864,Private room,100,1,15,2021-10-24,1.33,6,235,15,0363 84C5 FD40 7A22 CCBE
48583776,Happy and Bright home in West Amsterdam,43473439,Karl,,Westerpark,52.38079,4.87371,Entire home/apt,133,4,0,,,1,7,0,0363 3FEF 89A5 9E74 E64E
48598128,Authentic Farmhouse The Vergulden Eenhoorn 1,391929878,Bar,,Watergraafsmeer,52.35083,4.91923,Private room,176,2,9,2022-02-19,0.91,6,308,9,Exempt
48620851,2 private rooms with a luxurious bathroom,392225507,Hans,,Buitenveldert - Zuidas,52.32627,4.86462,Private room,105,2,9,2021-11-28,1.05,3,0,9,0363 C206 A030 1F5F 2D63
48625319,"Canal apartment + workout, coworking and massage",57907555,Victor,,Centrum-West,52.38168,4.88546,Entire home/apt,81,3,4,2022-01-20,1.50,1,0,4,0363 F200 C4EC BAD1 B78A
48635632,Spacious 2floor apartment with garden in Amsterdam,392339388,Jasper,,Slotervaart,52.34968,4.83034,Private room,125,2,0,,,1,361,0,0363 11CC 69C6 C2B7 777A
48636182,Spacious house next to city beach,1297642,Pim,,Geuzenveld - Slotermeer,52.37611,4.82074,Entire home/apt,99,2,1,2021-08-15,0.15,1,2,1,0363 7C11 9037 4059 9EC1
48668767,Authentic Farmhouse The Vergulden Eenhoorn 2,391929878,Bar,,Watergraafsmeer,52.35217,4.92153,Private room,166,2,9,2022-02-05,1.38,6,310,9,Exempt
48668901,Authentic Farmhouse The Vergulden Eenhoorn 3,391929878,Bar,,Watergraafsmeer,52.352,4.92119,Private room,166,2,6,2021-10-31,0.77,6,297,6,Exempt
48668956,Authentic Farmhouse The Vergulden Eenhoorn 4,391929878,Bar,,Watergraafsmeer,52.35031,4.91938,Private room,176,2,12,2022-02-18,1.54,6,260,12,Exempt
48708182,Cozy apartment with sunny terrace in Ams' East,107863257,Jakub,,Oostelijk Havengebied - Indische Buurt,52.36443,4.93467,Entire home/apt,150,2,5,2021-11-29,0.63,1,21,5,0363 3DD5 B09A A679 41E7
48714757,Luxury & cozy apartment in the middle of Amsterdam,40965630,Răzvan,,Oud-Oost,52.35591,4.91813,Entire home/apt,175,2,1,2021-08-27,0.14,1,80,1,0363 C105 EDEF 0D08 BB05
48818438,Private Room City Apartment,654993,Anne,,De Baarsjes - Oud-West,52.37231,4.85748,Private room,95,3,8,2021-11-28,1.30,2,23,8,0363 D4D7 0E6B 895F D9C9
48841483,Stylish Canal House A,141658613,Rene,,Centrum-West,52.37532,4.88951,Entire home/apt,275,2,13,2021-10-24,1.17,5,188,13,0363 9AE1 DAFD 8814 7B66
48842752,Adam's Suite,141658613,Rene,,Centrum-Oost,52.35943,4.89156,Private room,101,2,2,2021-09-20,0.32,5,79,2,0363 D5B4 8B23 0D93 7E8C
48842950,Adam's Loft,141658613,Rene,,Centrum-Oost,52.35935,4.89273,Private room,99,2,7,2021-11-14,0.68,5,40,7,0363 5813 1FC9 BC27 8592
48875301,Stylish Canal House B,141658613,Rene,,Centrum-West,52.37734,4.89083,Entire home/apt,275,2,8,2022-02-21,0.89,5,226,8,0363 5639 0AD2 7A99 3FED
48875679,Light apartment near city center,26857796,Sophie,,Bos en Lommer,52.37635,4.86062,Entire home/apt,99,1,0,,,1,0,0,0363 1B05 0D4C 1322 50AA
48935523,Gehele woning met keuken en badkamer,103023330,Lorin,,De Baarsjes - Oud-West,52.37435,4.86281,Entire home/apt,190,2,3,2021-08-31,0.33,1,359,3,0363 4F3C E4AB CDD9 4C26
48945665,Entire appartement incl. Roofterras,8862907,Noortje,,De Pijp - Rivierenbuurt,52.34487,4.89883,Entire home/apt,130,3,4,2021-09-12,0.63,1,0,4,0363 44F1 457F D8BC 5A42
48949401,One-bedroom Apartment,21167882,Pauline,,Westerpark,52.39448,4.87636,Entire home/apt,136,3,26,2022-02-28,2.31,14,271,26,Exempt
48949415,Large One-bedroom Apartment,21167882,Pauline,,Westerpark,52.39403,4.87741,Entire home/apt,170,3,54,2022-02-22,5.18,14,288,54,Exempt
48985114,Amazing appartment near the city centre!,7463798,Daan,,Westerpark,52.37661,4.87386,Entire home/apt,300,2,0,,,1,0,0,0363 982B 0FAA 93F0 8C4E
48985640,"Charming, unique spacious appartement",167179768,Christoffel,,Westerpark,52.3807,4.87039,Entire home/apt,60,2,6,2021-11-14,0.84,1,120,6,0363 AF8F 73D1 F855 0AE0
49008373,"Beautiful spacious accom, garden side, 1 stp centr",245570474,Daan,,Oud-Noord,52.39203,4.93104,Private room,125,3,17,2021-12-19,2.49,1,190,17,0363 D746 B2C3 DA58 A797
49042011,Beautiful furnished studio in the Museumkwartier,5972379,Saida And Tom,,De Pijp - Rivierenbuurt,52.35373,4.88715,Entire home/apt,90,20,1,2021-05-29,0.11,3,179,1,0363 4D28 502B 4A37 9DA5
49051217,Waterloo - Luxury houseboat in the Amstel,47241656,Yannick,,Centrum-Oost,52.36593,4.90042,Entire home/apt,399,2,7,2022-02-28,0.68,1,123,7,0363 CB88 5B56 31FE 8CF5
49051706,BrightRoom II - Forest View Rembrandpark,395599905,Guiseppe,,Slotervaart,52.36208,4.84491,Private room,65,3,1,2021-12-05,0.32,2,304,1,0363 0582 56CD 9FFD 26CD
49052116,Brightroom I -  City ParkView Rembrandtpark,395599905,Guiseppe,,Slotervaart,52.36374,4.84491,Private room,55,3,2,2021-10-02,0.33,2,312,2,0363 0582 56CD 9FFD 26CD
49052224,Big cosy house 3 min from metro &7 min city center,7933602,Yulia,,Noord-Oost,52.40286,4.9295,Entire home/apt,470,3,0,,,1,0,0,0363544B8E7480BF435B
49067950,Spacious and bright app. with 2 sunny balconies!,21511958,Bernadette,,Bos en Lommer,52.38008,4.84625,Entire home/apt,110,2,0,,,1,0,0,0363 CF72 02BF 39F9 5737
49085366,Kloveniers Studio,395882585,Lucas,,Centrum-West,52.3722,4.89926,Private room,67,2,9,2022-02-11,1.16,1,327,9,0363 B62C 0694 FC6B 277F
49089176,"Prachtig, gerenoveerd appartement in de Pijp!",68481315,Julia,,De Pijp - Rivierenbuurt,52.35416,4.887,Entire home/apt,150,7,0,,,1,35,0,0363 A169 C048 6ED8 1C00
49101225,Beautiful luxury loft close to city centre,23204045,Nick,,Oud-Oost,52.35572,4.9244,Private room,112,3,9,2021-12-08,0.89,1,31,9,03631DCF0C172B758647
49119460,New amazing 4 person Jordaan Apartment,37752619,Joost,,Centrum-West,52.37466,4.88055,Entire home/apt,210,4,10,2022-02-15,0.99,6,69,10,Exempt
49120098,Spacious house with great views near the city!,6478619,Lucas,,Noord-Oost,52.39026,4.99454,Entire home/apt,250,4,3,2021-10-24,0.30,1,38,3,0363 0B7D 4AA8 3306 3543
49128594,"Luxury furnished studio, Museum Quarter Amsterdam",5972379,Saida And Tom,,De Pijp - Rivierenbuurt,52.35365,4.8873,Entire home/apt,90,20,0,,,3,201,0,0363 4D28 502B 4A37 9DA5
49156450,Cozy 1 Bed Apartment with balcony near Vondelpark,13107539,Phoebe,,De Baarsjes - Oud-West,52.36056,4.85429,Entire home/apt,100,21,0,,,1,31,0,0363 3D0A 9569 3349 1393
49161472,Luxurious and modern apartment in Amsterdam South,48311659,Natasha,,Buitenveldert - Zuidas,52.34257,4.86301,Entire home/apt,230,3,1,2022-02-10,1,1,299,1,0363 0B29 1697 53C6 F6A1
49681262,NEW! Rembrandtplein house A,143530024,Ritchie & Sean,,Centrum-Oost,52.36544,4.89247,Private room,98,2,15,2022-02-28,3.31,2,214,15,0363 7EF5 9F80 86F3 2EB8
49688654,Apartment Amsterdam with garden nearby Vondelpark,33809442,Evy,,Zuid,52.34706,4.86147,Entire home/apt,85,3,5,2021-09-24,0.49,1,0,5,0363 BB76 5440 DCFF 6E28
49698277,Original Canal Apartment in Central Amsterdam,57920,Haiko,,Centrum-Oost,52.36212,4.90231,Entire home/apt,95,4,4,2021-08-20,0.45,1,0,4,0363 8157 E07B F6A6 7009
49711926,Jordaan apartment (BG 2 BR) ground floor,3674666,Jolanda,,Centrum-West,52.374924,4.879498,Private room,147,2,10,2022-02-12,1.40,1,206,10,0363 07FA 62A7 F30B EE1B
49720365,New amazing 4 person Jordaan Apartment II,37752619,Joost,,Centrum-West,52.37583,4.88193,Entire home/apt,119,5,3,2021-08-05,0.34,6,13,3,Exempt
49725678,Deluxe Studio with Private Kitchen,259132884,The Student Hotel,,Oud-Oost,52.35574,4.91184,Private room,155,1,0,,,5,319,0,Exempt
49739955,Q-Factory Hotel: The Backstage Twin Room,401163260,Q-Factory,,Oud-Oost,52.35803,4.93127,Private room,98,1,144,2022-02-17,16.49,7,362,144,Exempt
49165343,"Lovely studio apartment, near to the city center",357846211,Julian,,Watergraafsmeer,52.3403,4.91933,Entire home/apt,109,2,4,2021-11-28,0.55,1,18,4,0363 3A97 E685 66A6 37FD
49174280,Spacious (WFH) room (double comfy bed) in Oud-West,106715174,Christian,,De Baarsjes - Oud-West,52.36325,4.85779,Private room,50,3,0,,,1,0,0,0363 AB18 FD9D 4D48 C09C
49193866,"Bright, big apt Scandinavian style - perfect spot!",59732296,Stephanie,,De Pijp - Rivierenbuurt,52.34628,4.89896,Entire home/apt,133,6,2,2021-09-05,0.18,1,0,2,0363 48FE A1CE 75E5 B973
49201783,Cosy & bright flat with balcony - central De Pijp,13641293,François,,Zuid,52.35655,4.88651,Entire home/apt,70,4,0,,,1,70,0,0363 1950 C445 76FA B7EB
49207726,"Prinsengracht 969, your home to explore Amsterdam",163704919,Helena,,Centrum-Oost,52.362278,4.892759,Private room,170,3,18,2022-03-07,2.56,1,307,18,Exempt
49257338,"Lovely, spacious & modern apartment in city centre",397380186,Nemi,,Centrum-West,52.37221,4.87722,Entire home/apt,216,2,5,2021-12-08,0.47,1,223,5,0363 A922 6952 BF57 C908
49264765,Sunny apartment in quiet neighbourhood  (60+m2),10222826,Bas,,Watergraafsmeer,52.35311,4.92567,Entire home/apt,90,2,2,2022-02-26,0.24,1,0,2,0363 214F B47B 0071 6F19
49315618,Comfortable B&B near Centre with private bathroom,15923462,Monique & Jip,,De Pijp - Rivierenbuurt,52.35591,4.90014,Private room,88,2,22,2022-02-13,3.24,1,244,22,0363 2079 07F5 CC10 0718
49318854,Large modern house with much comfort!,71272798,Marit,,Noord-West,52.41704,4.90011,Entire home/apt,135,4,3,2021-08-14,0.35,1,2,3,036349FC5179E111BFD0
49342367,Beautiful Ground floor Amsterdam Home with Garden,48515070,Keri,,De Baarsjes - Oud-West,52.36633,4.85715,Entire home/apt,86,7,4,2022-03-12,0.41,1,21,4,0363 7212 F0FF 8B2D 0AED
49357760,"A beautifull, spacious and luxurious family home",94061886,Amina,,Zuid,52.35401,4.8652,Entire home/apt,225,3,0,,,1,0,0,0363 20DB F37D 01AB B0C9
49360827,"Stylish, spacious house with luscious garden",18888088,Gabriele,,Geuzenveld - Slotermeer,52.38446,4.83814,Entire home/apt,290,2,6,2021-11-01,0.62,1,252,6,0363 4669 5947 476C A4E4
49364659,Bright one bedroom apartment in perfect location,26917676,Lars,,De Baarsjes - Oud-West,52.37112,4.873,Entire home/apt,150,4,3,2021-09-13,0.29,1,0,3,0363 5F3E 0A03 F7E5 610D
49375834,Singel Hotel Amsterdam: Economy Double Room,398261845,Singel,,Centrum-West,52.37676,4.89456,Private room,137,1,56,2022-03-01,5.49,8,336,56,Exempt
49380261,★★★★★ FAMILY ACCOMMODATION | AMSTERDAM | 8P ★★★★★,46691672,Eva & Kobe,,Oud-Noord,52.398655,4.905442,Entire home/apt,500,3,0,,,7,223,0,Exempt
49410432,Studio apartment with canal view,34907460,Jonathan,,Centrum-West,52.37173,4.88329,Entire home/apt,79,2,0,,,1,0,0,0363 5AD6 7409 7FD2 FADC
49434019,Charming flat with stunning rooftop next to Vondel,9162708,Amandine,,De Baarsjes - Oud-West,52.35961,4.85846,Entire home/apt,200,5,1,2021-06-27,0.11,1,0,1,0363 AD0B C77C 5BF7 7771
49466684,Sonder Park House | Single Room,366607134,Sonder (Amsterdam),,Zuid,52.35987,4.87874,Private room,105,1,39,2022-02-18,4.64,7,359,39,Exempt
49473308,Singel Hotel Amsterdam: Standard Double Room,398261845,Singel,,Centrum-West,52.37876,4.89263,Private room,144,1,51,2022-02-28,6.19,8,358,51,Exempt
49473443,Perfect & spacious family house with free parking,399011671,Simone,,IJburg - Zeeburgereiland,52.35359,4.99576,Entire home/apt,144,2,0,,,1,0,0,0363 0E58 859D 3532 B7EA
49473475,Singel Hotel Amsterdam: Double Room Canal View,398261845,Singel,,Centrum-West,52.37673,4.8937,Private room,165,1,19,2022-02-19,1.86,8,337,19,Exempt
49473555,Singel Hotel Amsterdam: Economy Twin Room,398261845,Singel,,Centrum-West,52.3788,4.8941,Private room,137,1,18,2022-02-13,1.78,8,289,18,Exempt
49473612,Singel Hotel Amsterdam: Standard Twin Room,398261845,Singel,,Centrum-West,52.37816,4.89427,Private room,144,1,196,2022-03-04,18.91,8,353,196,Exempt
49473717,Singel Hotel Amsterdam: Twin Room Canal View,398261845,Singel,,Centrum-West,52.37847,4.89264,Private room,165,1,6,2021-11-03,0.61,8,363,6,Exempt
49473775,Singel Hotel Amsterdam: Triple Room Canal View,398261845,Singel,,Centrum-West,52.37678,4.89456,Private room,201,1,72,2022-03-05,6.95,8,350,72,Exempt
49475051,Modern Loft + free Parking,4513819,Aron,,Centrum-Oost,52.36684,4.91564,Entire home/apt,176,3,2,2021-11-19,0.48,1,216,2,0363 5A8C 836B 5B37 02B2
49476309,"Trendy house, 3 bdrm, 2 bthrm, nice neighborhood",371352427,Corine,,Watergraafsmeer,52.35262,4.92749,Entire home/apt,200,4,0,,,1,52,0,0363 FBA5 CC97 B15B E10C
49478598,Familiekamer met uitzicht over meer in Amsterdam.,187101431,Marcel,,IJburg - Zeeburgereiland,52.35712,5.00094,Private room,129,4,14,2021-11-23,1.83,1,0,14,0363 6498 1BC9 649B 386D
49484600,Sonder Park House | Superior King Room,366607134,Sonder (Amsterdam),,De Baarsjes - Oud-West,52.36072,4.87657,Private room,166,1,24,2022-02-19,2.83,7,360,24,Exempt
49484677,Sonder Park House | Superior Double Room,366607134,Sonder (Amsterdam),,Zuid,52.35913,4.87816,Private room,133,1,105,2022-02-20,11.98,7,354,105,Exempt
49484720,Sonder Park House | Twin Single Room,366607134,Sonder (Amsterdam),,Zuid,52.35926,4.87847,Private room,111,1,7,2022-02-21,0.85,7,361,7,Exempt
49484754,Sonder Park House | King Suite,366607134,Sonder (Amsterdam),,Zuid,52.35925,4.87685,Private room,210,1,1,2022-01-11,0.53,7,362,1,Exempt
49492998,Beautiful spacious house in a popular area,35748430,Tomas,,De Baarsjes - Oud-West,52.36378,4.8763,Entire home/apt,221,2,8,2022-02-20,0.92,1,201,8,0363 7E1C AE05 EFF8 F63E
49496321,Sonder Park House | Double Room,366607134,Sonder (Amsterdam),,Zuid,52.35906,4.87881,Private room,111,1,55,2022-02-20,6.50,7,364,55,Exempt
49508887,Cozy apartment in Oud-west,296864552,Adrien,,De Baarsjes - Oud-West,52.36501,4.86101,Entire home/apt,130,3,4,2021-11-28,0.51,1,5,4,0363 9F8B 1E64 C3E2 250B
49513309,Suite with amazing canal view,18986006,Shehnoor,,Centrum-Oost,52.36181,4.88833,Private room,135,1,1,2021-05-08,0.09,1,0,1,Exempt
49515569,Adams place,399368172,Adem,,Geuzenveld - Slotermeer,52.37393,4.81456,Entire home/apt,150,3,0,,,1,364,0,0363c1ce5b7e0d96de75
49536431,NY loft vibe apartment close to the Vondelpark,13801553,Victoria,,De Baarsjes - Oud-West,52.36401,4.86664,Entire home/apt,165,3,6,2022-03-07,0.68,1,0,6,0363 D4CF D4FB 7AF2 1C28
49537275,"Cozy, new, entire apartment near Museum Square",62649828,Alexander,,De Pijp - Rivierenbuurt,52.3569,4.88719,Private room,214,3,15,2022-03-07,1.53,1,50,15,0363 ED46 1AFA 4496 4566
49560108,Cosy stylish apt in Amsterdam's best area!,213725110,Marije,,De Pijp - Rivierenbuurt,52.35293,4.90179,Entire home/apt,136,7,2,2021-11-28,0.24,1,0,2,0363 D384 DD29 662C 4460
49585464,Appartement pijp Amsterdam,34927913,Britt,,De Pijp - Rivierenbuurt,52.35162,4.89609,Entire home/apt,185,1,9,2022-02-13,1.18,1,279,9,0363 7D4E 8E8B 04EB D189
49592843,Sonder Park House | King Room,366607134,Sonder (Amsterdam),,Zuid,52.35941,4.8784,Private room,118,1,4,2022-02-17,0.56,7,360,4,Exempt
49604175,Central and spacious apt with river view + garden,1164704,Merijn,,Centrum-Oost,52.36121,4.90353,Entire home/apt,289,3,5,2021-10-29,0.64,1,27,5,0363 1EA8 6DCD 96A2 E75C
49604781,Rare Cozy Private Room | Jordaan | City Center,400090688,Xarisha,,Centrum-West,52.375504,4.882844,Private room,100,1,41,2022-01-20,4.11,1,357,41,0363 EC9A BAEC 7B1B 5A16
49607025,Bright Top Floor Loft on the Corner of 2 Canals,338735470,Sem,,De Baarsjes - Oud-West,52.36463,4.87169,Entire home/apt,179,1,3,2022-01-03,0.55,1,1,3,0363 B346 2D1D 9C86 EA27
49769129,100m2 2br city center art apt w roof terrace,9419030,Reep,,Westerpark,52.380547,4.877465,Entire home/apt,250,3,1,2021-05-30,0.10,1,0,1,0363 60B8 6508 54BB 41B5
49772105,"Spacious apartment, great location",3595473,Andrea,,De Baarsjes - Oud-West,52.37371,4.8598,Entire home/apt,168,2,2,2022-02-19,0.47,1,4,2,0363 1F4E C245 76CA 04A7
49773976,Fijn huis in heerlijke buurt,3840119,Claartje,,De Baarsjes - Oud-West,52.35963,4.86023,Entire home/apt,175,14,0,,,1,48,0,0363 8F7D 4924 43A7 C5BA
49788391,★★★★ LUXURY ★ STYLISH ★ PERFECT GETAWAY FOR 2 ★★★★,223371647,Maxime,,De Pijp - Rivierenbuurt,52.3423,4.90787,Entire home/apt,191,3,0,,,1,41,0,0363 6A91 F3A8 5478 DBA3
49788706,Bright & Spacious Apartment Overlooking the Water,19376744,Kevin,,De Baarsjes - Oud-West,52.35747,4.85608,Entire home/apt,180,15,4,2021-10-10,0.48,1,0,4,0363 1722 D070 22B9 0DBC
49820052,Light and bright apartment next to the Amstel,9286450,Brent,,Oud-Oost,52.34915,4.91344,Entire home/apt,230,3,2,2021-11-22,0.52,1,77,2,0363 599D 2A1D 50AA 1B5E
49820524,"Amsterdam Houseboat '' Fornax"" in city centre!",337009580,Ton,,Centrum-West,52.38461,4.89541,Private room,89,3,15,2022-01-02,1.87,8,48,15,Exempt
49821276,Singel Hotel Amsterdam: Single Room,398261845,Singel,,Centrum-West,52.37669,4.89305,Private room,118,1,37,2022-03-03,3.80,8,294,37,Exempt
49833343,"Cosy house with garden, close to the city centre",94911405,Susanna,,Oud-Noord,52.38822,4.9265,Entire home/apt,145,1,13,2021-11-14,1.48,1,0,13,0363 BB80 F926 0470 86EF
49833727,"Bed & Beach A’dam, private bathroom + Free Parking",10657186,Annika,,IJburg - Zeeburgereiland,52.35145,5.01478,Private room,55,2,12,2021-11-26,1.27,1,54,12,0363 6E72 B44F B7F7 DD16
49833858,"Amsterdam city centre Houseboat ""Capella""",337009580,Ton,,Centrum-West,52.38394,4.89366,Private room,89,3,7,2021-09-26,0.93,8,48,7,Exempt
49834362,"B&B Twiske Zuid, Amsterdam",88724515,Annagreet,,Noord-West,52.4178,4.89948,Private room,65,2,9,2022-02-20,1.06,1,97,9,
49843448,"''Loosdrecht"" houseboat city centre Amsterdam",337009580,Ton,,Centrum-West,52.38403,4.89341,Private room,135,3,19,2022-02-20,1.97,8,91,19,Exempt
49844875,Modern House with Amazing Church view | Amsterdam,207320748,Sebastiaan,,Bos en Lommer,52.38394,4.85249,Entire home/apt,250,2,0,,,1,0,0,0363 4D44 3188 14A6 58AF
49846930,Apartment in the heart of Bos en Lommer area,258973179,Raoul,,Bos en Lommer,52.3779,4.84629,Entire home/apt,170,3,1,2022-02-13,1,1,96,1,0363 1742 852B EBC8 3197
49852379,Licht gezellig appartment in Amsterdam West,52377384,Céline,,Bos en Lommer,52.378273,4.858683,Entire home/apt,150,7,5,2021-12-14,0.63,1,219,5,0363 2AED 56B0 C70F A3E1
49867500,Beautiful Van Gogh studio @BEST location centre,181803312,Mariya,,Centrum-West,52.371,4.88703,Private room,125,2,7,2022-02-28,1.28,3,277,7,0363 44F5 3D05 9EFA EAD5
